,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.6416667001134189,0.05415161987535053,0.3298895766169978,0.16768529898695309,0.13083907597358116,0.3608309942128426,0.2745098114,0.6753246753246753,0.06707317073170727,0.2690243132301863,0.08083460029840855,0.10344827586206898,0.12232529614301788,0.123049639019637
1,0.6722224187484152,0.10821667115927508,0.27322013467107303,0.05393621108563922,0.10156252420817083,0.3054891360848321,0.3647058868,0.2337662337662338,0.08536585365853655,0.25260498894853173,0.07599834349343663,0.0517241379310345,0.10110151198334935,0.27244220092882265
2,0.6916667742939587,0.29579221614526474,0.2934952930680803,0.270620584291126,0.16406249833360462,0.14105762899816332,0.6901960753999999,0.8051948051948052,0.12804878048780488,0.5029996842437638,0.2119662748920847,0.2241379310344828,0.17063053230892555,0.14887457340064603
3,0.6749999416041791,0.25250556603830854,0.741526861623757,0.3081103951770442,0.14843753791856593,0.5182538032366497,0.3058823586,0.8701298701298701,0.08536585365853655,0.23792232396589832,0.045737184769535914,0.5689655172413793,0.007383655513113374,0.04483151309678576
4,0.4999998939166892,0.17314666159028408,0.24701078233822263,0.08046003554097089,0.09375001088433174,0.3527307065876564,0.5137255096,0.18181818181818182,0.10365853658536583,0.5159456899273761,0.2763575951861022,0.12068965517241378,0.10371404150106964,0.23161203850678241
5,0.6833333579490689,0.0,0.31578459342201454,0.24345266599403984,0.15625001812608527,0.3440239803167342,0.2784313774,0.6753246753246753,0.06707317073170727,0.25165772023997474,0.07116208670228258,0.12068965517241378,0.11851032697666108,0.123049639019637
6,0.6638902737365893,0.16606497777995508,0.2534257198462652,0.31420710784744266,0.1718875286106926,0.29666112208476275,0.5254901886,0.8701298701298701,0.23780487804878048,0.566782443953268,0.3606466704877266,0.08620689655172414,0.1324904987951458,0.22369717585329246
7,0.5611111192422823,0.20921888531004243,0.2381094930828449,0.10195579445300722,0.18750000518880217,0.37416398100980697,0.3960784531,0.18181818181818182,0.11585365853658536,0.5718345437322387,0.27760120648904235,0.13793103448275865,0.11194278512065443,0.22547770310395748
8,0.6638885787369485,0.28339349008570525,0.0343035660964811,0.04854720158074594,0.1914344250714865,0.16368645389333608,0.6117647171,0.8571428571428572,0.25,0.4906851910325229,0.26475060002316225,0.12068965517241378,0.1668203922174629,0.42166955769699943
9,0.6527767916475856,0.3501805006379441,0.16013486582991304,0.2599195716841713,0.15625001812608527,0.2634975915722355,0.3529411697,0.8961038961038961,0.3414634146341463,0.6119355857278181,0.38386071373608815,0.08620689655172414,0.14550485563480603,0.3036691715830725
10,0.6555555860586355,0.18757556029664457,0.43801761528960687,0.2895737525802755,0.08593751412299278,0.47413972346397754,0.2862745094,0.8701298701298701,0.09146341463414631,0.23823808020208398,0.04228271468548552,0.5517241379310345,0.10061860449393709,0.035473047546514785
11,0.6999993430279171,0.3790613544541408,0.1715487658019836,0.06309770657652536,0.18166093547824191,0.15893890563814672,0.2509803963,0.45454545454545464,0.3719512195121951,0.6463530154720556,0.29280088010965866,0.20689655172413793,0.151927525243989,0.5015806223519897
12,0.561110483853528,0.5541515129893435,0.38324724223004575,0.052320895643301474,0.17579683168757285,0.15724954083931109,0.3137254906,0.5714285714285714,0.21341463414634143,0.6886643511209346,0.37529364271277516,0.08620689655172414,0.16436722217124863,0.23794044101423345
13,0.5916668378772786,0.24529110902980078,0.347521171738079,0.16311194188518754,0.15625001812608527,0.405707453997297,0.0,0.8701298701298701,0.08536585365853655,0.33138616987685504,0.043802683374063664,0.5172413793103448,0.05405666436480765,0.03759801503620741
14,0.6638888964313256,0.12264555455498065,0.27210747313296135,0.03953972419033241,0.17968751670003275,0.37383477145926464,0.8627451324000001,0.6363636363636365,0.10365853658536583,0.33928007578149666,0.15932015827281193,0.18965517241379312,0.07227193486543784,0.1688007787170946
15,0.6916680456270226,0.09025270230394647,0.120665655749397,0.08628291902790025,0.17775159089962514,0.2793949474997401,0.18823530200000002,0.7142857142857144,0.09756097560975607,0.5592042942848121,0.2127953667809317,0.2413793103448276,0.13399717016211204,0.3063397119663445
16,0.6249990197571522,0.3104693077027561,0.22060688828114144,0.28266276281748803,0.1836156367128631,0.15724087743008627,0.07058823586,0.8961038961038961,0.18292682926829262,0.5402589201136723,0.28989913795150624,0.18965517241379312,0.16284123450470592,0.11730982663843253
17,0.7083340304280931,0.0,0.3583779296050244,0.2506411894029069,0.14452189248919237,0.3660290397477215,0.2509803963,0.8961038961038961,0.07317073170731703,0.25260498894853173,0.06715489533873464,0.10344827586206898,0.10798294370747395,0.19202266809138718
18,0.7194445461843921,0.22364778401640295,0.08666394259729727,0.12007138383754545,0.14062502459472684,0.28967841424957547,0.0,0.7532467532467533,0.12804878048780488,0.5072623934322703,0.27069226632094157,0.2586206896551724,0.10820508115260359,0.22421453803807018
19,0.6750000475763789,0.3102211300821197,0.18371272239820724,0.253468884966533,0.20312503183648037,0.17741795751464115,0.7137255096,0.7402597402597404,0.19512195121951215,0.540416798231765,0.2579798154443844,0.27586206896551724,0.17027800984165462,0.16006913560239722
20,0.6916663503496041,0.24729241524029233,0.1812923382734365,0.11731711909444154,0.17579689792021239,0.2567401323768929,0.7294117737000001,0.8961038961038961,0.44512195121951215,0.623302810230502,0.28216110603273725,0.2413793103448276,0.15059470057321117,0.05440499080535793
21,0.6750003655485337,0.0,0.10173528408503064,0.051401104065224586,0.15625001812608527,0.28649894306407453,0.2901960754,0.6753246753246753,0.06707317073170727,0.25228923271234605,0.05527152298913422,0.17241379310344826,0.13116733227415622,0.27575437021899196
22,0.6999993433056948,0.14620938127228084,0.2829966911186468,0.41824912580361434,0.16602345797974605,0.22864469626087255,0.2549019623,0.8831168831168832,0.12804878048780488,0.45847805494158506,0.16429460362275156,0.10344827586206898,0.15191786709420074,0.3346985677091209
